Brand,Title,Category,Price,Count,Quantity,Unit,Image Link,Url,About the Product,Other Product Info,EAN Code
Kapiva,"Kapiva Rakshan Green Tea - Supports Strong Immunity, 40 g (20 tea bags X 2g each)",beverages -> tea,399,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40221323-2_1-kapiva-rakshan-green-tea-supports-strong-immunity.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40221323-4_1-kapiva-rakshan-green-tea-supports-strong-immunity.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40221323-6_1-kapiva-rakshan-green-tea-supports-strong-immunity.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40221323_1-kapiva-rakshan-green-tea-supports-strong-immunity.jpg']",https://www.bigbasket.com/pd/40221323/kapiva-rakshan-green-tea-supports-strong-immunity-40-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=2&t_s=Rakshan+Green+Tea+-+Supports+Strong+Immunity,"Kapiva Rakshan Green Tea - 20 Tea Bags Whole Leaf Green Tea Infused with Turmeric and 9 Ayurvedic Herbs - Supports Strong Immunity  Rakshan refers to protection. Our green tea helps strengthen your body's defences to protect you from illnesses. The supreme-quality, handpicked whole leaves are infused with 10 Ayurvedic herbs such as Turmeric, Amla, Tulsi, Giloy and others that bolster your immune system. Antioxidants in the leaves help curb the effects of free radicals in the body thereby supporting good health. The tea is packed in pyramid tea bags that have a larger volume. This allows the tea leaves to unfurl to the fullest and ooze an enriching aroma and flavour.","EAN Code: 8906082525986  Country Of Origin: India  FSSAI No: 10018022007987  Manufactured by: Budwhite Teas Pvt. Ltd.  A-131 1st Floor Okhala Industrial Area Phase ll, near Sanjay Colony, New Delhi, Delhi 110020.  Marketed by: Adret Retail Pvt. Ltd. (Kapiva) 1 Gupta Lane, Kolkata -700006, West Bengal, India.  Best Before 19-03-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",8.90608E+12
Sonnets by TATA Coffee,"Sonnets by TATA Coffee Arabica Red Honey High Elevation Medium Roast French Press Grind, 250 g",beverages -> coffee,,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40212534_1-sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40212534-2_1-sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40212534-3_1-sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40212534-4_1-sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40212534-5_1-sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40212534-6_1-sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40212534-7_1-sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40212534-8_1-sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40212534/sonnets-by-tata-coffee-arabica-red-honey-high-elevation-medium-roast-french-press-grind-250-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=21&t_s=Arabica+Red+Honey+High+Elevation+Medium+Roast+French+Press+Grind,"Sonnets by Tata Coffee brings to you Arabica Red Honey High Elevation Medium Roast French Press the best of our farms to your cup. This coffee is made of handpicked high-quality Arabica beans. Every coffee is processed uniquely and roasted to perfection for a unique coffee experience. It has great taste and aroma. It has a citrus taste of orange, lemon, green apple and mandarin with a bit of sweetness.","EAN Code: 8901090000579  FSSAI No: 10014031001025  Manufactured & Marketed by: TATA Coffee Limited, R&G Unit, Kushalnagar Works, Kudige - 571 232, Kodagu, Karnataka, India  Country of origin: India  Best before 04-11-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",8.90109E+12
Kapiva,"Kapiva Aloe Vera and Amla Juice, 2x 1 L Multipack",beverages -> fruit juices & drinks,898,2,1,L,"['https://www.bigbasket.com/media/uploads/p/l/1221906-2_1-kapiva-aloe-vera-and-amla-juice.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1221906-4_1-kapiva-aloe-vera-and-amla-juice.jpg', 'https://www.bigbasket.com/media/uploads/p/l/1221906-6_1-kapiva-aloe-vera-and-amla-juice.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/1221906_1-kapiva-aloe-vera-and-amla-juice.jpg']",https://www.bigbasket.com/pd/1221906/kapiva-aloe-vera-and-amla-juice-2x-1-l/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=41&t_s=Aloe+Vera+and+Amla+Juice,"Kapiva’s Aloe Vera + Amla Juice is a natural way to boost your immunity. Made from pulps of two herbs- Aloe Vera and Amla, this juice is free from any synthetic elements, hence it is in its purest form. Aloe Vera and Amla both being great contributors to our immune system. This juice is an organic way to enhance your health. It is made from hand-picked herbs and consists of no flavour oil or external impurities. If taken daily with suggested usage, it offers great protection against numerous diseases.","EAN Code: 1221906  Country of origin: India  FSSAI No: 8906082522299 Manufactured & Marketed by: Adret Retail Pvt. Ltd. (Kapiva Ayurveda), 1, HIA, Jodhpur (Raj), India 342001.  Best before 19-03-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",1221906
Dailyum,"Dailyum Assorted Instant Drink Mix - Nariyal Pani, Aam Panna & Nimbu Shikanji, 150 g (Pack of 10)",beverages -> fruit juices & drinks,,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40312076_1-dailyum-assorted-instant-drink-mix-nariyal-pani-aam-panna-nimbu-shikanji.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40312076-2_1-dailyum-assorted-instant-drink-mix-nariyal-pani-aam-panna-nimbu-shikanji.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40312076-3_1-dailyum-assorted-instant-drink-mix-nariyal-pani-aam-panna-nimbu-shikanji.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40312076-4_1-dailyum-assorted-instant-drink-mix-nariyal-pani-aam-panna-nimbu-shikanji.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40312076/dailyum-assorted-instant-drink-mix-nariyal-pani-aam-panna-nimbu-shikanji-150-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=33&t_s=Assorted+Instant+Drink+Mix+-+Nariyal+Pani%252C+Aam+Panna+%2526+Nimbu+Shikanji,"Dailyum Instant Drink Mix is designed to make hydration more enjoyable and nutritious. Our drink mix is expertly crafted to provide a perfectly balanced taste, while also being loaded with essential electrolytes and vitamin C. It is 100% pure and natural, with no harmful chemicals or preservatives. Our Dailyum Instant Drink Mix comes in convenient single-serve sachets, making it easy to carry wherever you go and enjoyable at any time. By adding our mix to your water, you can transform it into a delicious and healthy beverage that is packed with essential minerals and electrolytes. Try it today and experience the benefits of a healthier and more enjoyable way to stay hydrated. Say goodbye to carbonated drinks and say hello to a refreshing and nutritious drink that will keep you hydrated and energized throughout the day.","EAN Code: 40312076 FSSAI: 10721026000939 Manufactured & Marketed by: Khyati International, H-5 Abhishek Industrial Estate-2,Near Haripura Bus Stand,Asarwa,Ahmedabad-380016 Country of origin: India Best before 22-03-2025. Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date.  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40312076
JST SODA,"JST SODA Goli Soda - Cola Masala, Refreshing Drink, 220 ml Bottle",beverages -> energy & soft drinks,59,1,220,ml,"['https://www.bigbasket.com/media/uploads/p/l/40271376-2_1-jst-soda-goli-soda-cola-masala-refreshing-drink.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40271376/jst-soda-goli-soda-cola-masala-refreshing-drink-220-ml-bottle/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=15&t_s=Goli+Soda+-+Cola+Masala%252C+Refreshing+Drink,"Find the famous taste of Goli Soda with Jst Soda Cola Masala - Goli Soda. Bring back your childhood memories and relish the drink with the nostalgia it brings. The age-old classic Cola Masala, can boost your energy instantly and refresh you for the rest of the day. An easy-to-carry drink for travelling, school, or work, it easily fits into your bag, and you don't have to worry about disposing of the bottle, for it is recyclable. Take care of the environment along with enjoying the delicious flavours Jst Soda Cola Masala - Goli Soda brings you. Explore the wide range of Jst Soda, including Classic Lime Soda, Pineapple Punch, Raspberry Soda and more available on Big Basket.","EAN Code: 40271376  FSSAI No: 11221333002234  Manufactured & Marketed by: JST SNACKS , C1204, Salarpuria Sattva Magnificia, Dooravaninagar, KR Puram Bangalore 560016 Country of origin: India  Best before 21-08-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40271376
Mapro,"Mapro Restore - Lemon Barley Water, 750 ml",beverages -> fruit juices & drinks,180,1,750,ml,"['https://www.bigbasket.com/media/uploads/p/l/40300357-2_2-mapro-restore-lemon-barley-water.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40300357-4_2-mapro-restore-lemon-barley-water.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40300357-6_2-mapro-restore-lemon-barley-water.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40300357/mapro-restore-lemon-barley-water-750-ml/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=26&t_s=Restore+-+Lemon+Barley+Water,A combination that’s actually come down through the ages. The nuttiness of the barley and the sourness of the lime juice complement each other in creating a refreshing chilled summer beverage.,"EAN Code: 40300357  FSSAI NO: 10012022000206Manufactured & Marketed by: Mapro Foods Pvt Ltd 122, Shendurjane, Wai - surur road, Tal - Wai, Dist- Satara Country of origin: India Best before 22-12-2024 For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40300357
Hamdard,"Hamdard Instant Glucose Mix Powder - Regular, Vitamin C, D2, Zinc & Calcium Enriched, 200 g",beverages -> fruit juices & drinks,56.4,1,200,g,"['https://www.bigbasket.com/media/uploads/p/l/40249174-2_1-hamdard-instant-glucose-energy-drink-mix-regular-vitamin-c-d2-zinc-calcium-enriched.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40249174-4_1-hamdard-instant-glucose-energy-drink-mix-regular-vitamin-c-d2-zinc-calcium-enriched.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40249174-6_1-hamdard-instant-glucose-energy-drink-mix-regular-vitamin-c-d2-zinc-calcium-enriched.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40249174_1-hamdard-instant-glucose-energy-drink-mix-regular-vitamin-c-d2-zinc-calcium-enriched.jpg']",https://www.bigbasket.com/pd/40249174/hamdard-instant-glucose-energy-drink-mix-regular-vitamin-c-d2-zinc-calcium-enriched-200-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=1&t_s=Instant+Glucose+Mix+Powder+-+Regular%252C+Vitamin+C%252C+D2%252C+Zinc+%2526+Calcium+Enriched,"Hamdard Glucose fills you with the energy required to stay active. Kick away tiredness and feel rejuvenated with Glucose, the preferred choice in summer when the scorching heat drains out body glucose. It contains Vitamin C which improves the mental alertness that helps you to concentrate better while doing various daily tasks.","EAN Code: 40249174  Country Of Origin: India  FSSAI No: 10013064000251  Manufactured & Marketed By: HAMDARD LABORATORIES INDIA, Plot No 12-15, Sector 7, IMT Manesar, Gurgaon 122050 (Haryana) .  Marketed by: Hamdard Manzil, Lalkuan, Delhi 110006  Best Before 22-06-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40249174
BRU,"BRU Instant Coffee, 2x200 g Multipack",beverages -> coffee,828,2,200,g,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/1204495_2-bru-instant-coffee.jpg']",https://www.bigbasket.com/pd/1204495/bru-instant-coffee-2x200-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=11&t_s=Instant+Coffee,"BRU Instant Coffee was launched in 1968 and was Indias first coffee-chicory mix instant coffee. It is the perfect mix of 70% coffee and 30% chicory and is made from a fine blend of the choicest plantation and Robusta beans. These coffee beans are first roasted to perfection, then the new and enhanced process ensures that the fresh coffee aroma is preserved so that you get a rich coffee taste beyond compare. Bru Instant coffee can be used to make an aromatic cup of hot coffee as well as a refreshing glass of cold coffee. With Bru Instant, you can now discover a great coffee experience with your loved ones.  

ABOUT BRU  

A part of Hindustan Unilever Ltd. , BRU Coffee is Indias largest and favourite coffee brand that offers a wide variety of coffee products. Since 1968, BRU has been a pioneer in bringing the authentic taste of coffee to Indian consumers. The best coffee beans are selected from across innumerable coffee trails and are freshly roasted, to serve a great cup of rich, irresistible coffee. BRU has four distinct offerings - BRU Instant and BRU Gold in Instant coffee, BRU Green Label and BRU Select in Filter coffee. BRU-ed with love and blended with passion, BRU Coffee celebrates authenticity in coffee and relationships.","EAN Code: 1204495  Country of origin: India  Manufacturer Name & Address : Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099  Best before 19-03-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",1204495
Lipton,"Lipton Green Tea - Clear & Light, 100 g",beverages -> tea,155,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40012637-2_1-lipton-green-tea-pure-light.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40012637-4_1-lipton-green-tea-pure-light.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40012637-6_1-lipton-green-tea-pure-light.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40012637/lipton-green-tea-pure-light-100-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=32&t_s=Green+Tea+-+Clear+%2526+Light,"It’s not just a cup of tea, it's therapy - One Sip at a Time. Wake up to a morning cup of hot Lipton green tea and feel how it leaves you feeling light and active. Choose Lipton Green Tea Clear & Light as your go-to beverage during the day. Green tea is produced when freshly plucked leaves are heated, rolled/cut, and then dried. The catechins in the fresh leaves are preserved during the green tea process, and these catechins help reduce waist. Also, green tea is typically drunk without milk and sugar and hence gives zero calories as compared to the ordinary chai made with milk and sugar. Staying hydrated is essential to ensure bodily functions are carried out efficiently - Lipton Green Tea being 99.5% water is a great way to meet your daily required fluid intake. Lipton offers a range of different flavours to ensure that you are offered variety and enjoyment while drinking tea. Lipton flavours some of its teas with added natural flavours and no artificial flavours are used. You may try Lipton Green tea in Clear & Light Tulsi Natura Honey & Lemon and Lemon Zest flavours as well available in pack sizes of 25s, 50s, and 100s Tea bags.","EAN Code: 8901030781070FSSAI NO. 10013022001897Manufacturer Name & Address: (W) SWARAJ TECHNO ENGINEERS PVT. LTD., 42 KM, DELHI MATHURA ROAD, NH 2, NEAR VILLAGE â€“ SIKRI BALLABHGARH, FARIDABAD 121 004, HARYANA, FSSAI Lic. No. 10012064000090 (F) HUL, BEVERAGES SURVEY NO. 907, KILWANI ROAD, NEAR GANDHIGRAM BUS STOP, AMLI, SILVASSA 396 230, DADRA & NAGAR HAVELI, FSSAI Lic. NO 10012023000007Marketed by: Hindustan Unilever Limited Hindustan Unilever Limited, Unilever House, B. D. Sawant Marg, Chakala, Andheri (E), Mumbai - 400 099Country of origin: IndiaBest Before 02-02-2025.Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry dateFor Queries/Feedback/Complaints, contact our customer care executive at 1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email: customerservice@bigbasket.com",8.90103E+12
BRU,"BRU Filter Coffee - Green Label, 2x500 g Multipack",beverages -> coffee,532,2,500,g,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/1204497_1-bru-filter-coffee-green-label.jpg']",https://www.bigbasket.com/pd/1204497/bru-filter-coffee-green-label-2x500-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=22&t_s=Filter+Coffee+-+Green+Label,"Loved by consumers since 1962, Bru Green Label Coffee is Indias first packaged filter coffee with the perfect mix of 53% coffee and 47% chicory. Its lightly roasted ground coffee beans help create the perfect decoction for a rich and smooth flavourful cup that helps rejuvenate your senses. The nitro flush packaging retains its fresh flavour and aroma providing rich, tasteful notes. Kick-start your day with a cup of fresh and aromatic Bru Green Label Coffee. So filter a cup, unwind and relax as you enjoy the coffee breaks you deserve. Buy Bru Green Label Coffee now, right here!  

ABOUT BRU  

A part of Hindustan Unilever Ltd. , BRU Coffee is Indias largest and favourite coffee brand that offers a wide variety of coffee products. Since 1968, BRU has been a pioneer in bringing the authentic taste of coffee to Indian consumers. The best coffee beans are selected from across innumerable coffee trails and are freshly roasted, to serve a great cup of rich, irresistible coffee. BRU has four distinct offerings - BRU Instant and BRU Gold in Instant coffee, BRU Green Label and BRU Select in Filter coffee. BRU-ed with love and blended with passion, BRU Coffee celebrates authenticity in coffee and relationships.","EAN Code: 1204497  Country of origin: India  Manufacturer Name & Address : Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099  Best before 04-11-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com",1204497
Dorje,"Dorje Original Chai Tea Powder, 250 g",beverages -> tea,249,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40317484-2_1-dorje-teas-original-chai-tea-powder.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40317484-4_1-dorje-teas-original-chai-tea-powder.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",https://www.bigbasket.com/pd/40317484/dorje-teas-original-chai-tea-powder-250-g/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=45&t_s=Original+Chai+Tea+Powder,"Dorje Tea's Original Chai is a special chemical free Doodh Chai that is packed and dispatched directly from our estates. Made using the Original Indian technique, our Chai is rich in fibre, strong in flavour, with a thick creamy texture. You can add spices as per your preference! Har chai ki alag kahaani hai. Aur har cup ke upar nayi kahaaniyaan banti hai.","EAN Code: 40317484  Manufacturer Name & Marketed by Address: Bella Vita Agri Products Private Limited. Dorje Teas, 99/5/8A, Ballygunge Place, Kolkata 700019.  Country of Origin: India  FSSAI: 12821006000168  Best before 22-12-2024Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date.For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40317484
Sleepy Owl,"Sleepy Owl Coffee - French Vanilla, Fine Grind, No Sugar & No Preservatives, 250",gourmet & world food -> drinks & beverages,450,1,,pc,"['https://www.bigbasket.com/media/uploads/p/l/40225092-2_1-sleepy-owl-coffee-french-vanilla-fine-grind-no-sugar-no-preservatives.jpg', 'https://www.bigbasket.com/media/uploads/p/l/40225092-4_1-sleepy-owl-coffee-french-vanilla-fine-grind-no-sugar-no-preservatives.jpg', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'https://www.bigbasket.com/media/uploads/p/l/40225092_1-sleepy-owl-coffee-french-vanilla-fine-grind-no-sugar-no-preservatives.jpg']",https://www.bigbasket.com/pd/40225092/sleepy-owl-coffee-french-vanilla-fine-grind-no-sugar-no-preservatives-250/?nc=cl-prod-list&t_pos_sec=3&t_pos_item=46&t_s=Coffee+-+French+Vanilla%252C+Fine+Grind%252C+No+Sugar+%2526+No+Preservatives,"Sleepy Owl Fine Grind French Vanilla Coffee made with high-quality coffee beans. It is made with 100% Arabica coffee beans. It has a deep, characteristic, chocolate flavour. This coffee has is smooth with a hint of natural sweetness. It is slow-brewed and steeped instead of quick brewing. It contains less level of antioxidants. This coffee is made chilled, never heated, and with a higher coffee to water ratio than regular drip coffee. It is much more than your regular vanilla coffee.","EAN Code: 40225092  Country of origin: India  Sourced & Marketed by:Sleepy Owl- 145/1, Shahpur Jat, Siri Fort, New Delhi, Delhi 110050 FSSAI Number :13317008000352 Best before 22-12-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",40225092
